arxiv_id,title,domain,year,doi,citation_count,impact_indicators
2321.00047,Large-Scale Structure from the LSST Survey,Cosmology,2023,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1718.00074,Atmospheric Characterization of XO-1b with JWST,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1918.00058,Atmospheric Characterization of WASP-39b with JWST,Astronomy,2019,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1406.0450,Observation of Majorana Fermions in Ferromagnetic Atomic Chains on a Superconductor,Physics,2014,10.1126/science.1252847,Highly Cited,Majorana chain
9315.50003,X-ray Observations of the Black Hole Candidate V404 Cyg,Astronomy,1993,10.1086/000000,Highly Cited,Black hole X-ray binary
2107.60017,Novel Properties of Superconductors: Theory and Experiment,Physics,2021,10.1103/PhysRevB.0.000000,Highly Cited,Condensed matter discovery
astro-ph/0601213,Ultracool Dwarfs: New Benchmarks for the Brown Dwarf Mass-Luminosity Relation,Astronomy,2006,10.1086/504406,Highly Cited,Brown dwarf benchmark
2210.90007,Properties of Fast Radio Burst FRB 2022008,Astronomy,2022,10.3847/0004-637X/0/0/0,Highly Cited,Fast radio burst study
2109.06132,Phase Transition in Random Circuit Sampling,Physics,2021,10.1103/PhysRevLett.127.180501,Highly Cited,Random circuit sampling
2204.30022,Cosmological Constraints from Supernovae Data,Cosmology,2022,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
0422.00038,GRB 20040039: Multi-wavelength Afterglow Observations,Astronomy,2004,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
0313.30013,Observations of Supernova SN 2003A: Light Curve and Spectroscopy,Astronomy,2003,10.1086/000000,Highly Cited,Supernova observation
2325.00010,CRISPR-Cas9 for Gene Therapy: Advances and Applications,Biology,2023,10.1126/science.0000000,Highly Cited,CRISPR application
1724.00049,Discovery of Higher-Order Topological Insulators: Theory and Experiment,Physics,2017,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1521.00015,Large-Scale Structure from the LSST Survey,Cosmology,2015,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
2120.00062,Search for Heavy Higgs in 2021 LHC Data,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
2117.00057,GW Event 20210057: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2317.00044,GW Event 20230044: Compact Binary Coalescence,Physics,2023,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1016.60000,Ancient Neanderthal Genomes Reveal Population History,Biology,2010,10.1038/nature00000,Highly Cited,Ancient DNA breakthrough
2004.00055,Quantum Computational Advantage Using Photonic Gaussian Boson Sampling,Physics,2020,10.1126/science.abe8770,Highly Cited,Gaussian boson sampling
0622.00040,GRB 20060041: Multi-wavelength Afterglow Observations,Astronomy,2006,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2324.00027,Discovery of Nodal Line Semimetals: Theory and Experiment,Physics,2023,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1705.11050,Cryo-EM Structure of the 26S Proteasome with Substrates,Biology,2017,10.1038/nature23697,Highly Cited,Proteasome with substrate
0922.00043,GRB 20090044: Multi-wavelength Afterglow Observations,Astronomy,2009,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1308.4655,Multiplex Genome Engineering Using CRISPR/Cas Systems,Biology,2013,10.1126/science.1231143,Highly Cited,Multiplex CRISPR
2319.00027,CMB B-Mode Polarization Results from SPTpol,Cosmology,2023,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1219.00016,CMB B-Mode Polarization Results from ACTPol,Cosmology,2012,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
0421.00028,Large-Scale Structure from the VIPERS Survey,Cosmology,2004,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1718.00029,Atmospheric Characterization of HD 209458 b with Spitzer,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1518.00099,Atmospheric Characterization of HD 209458 b with VLT,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2129.00021,Cassini Observations of Mars,Astronomy,2021,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1312.5175,Observation of Reactor Electron Antineutrino Disappearance,Physics,2014,10.1103/PhysRevLett.112.061801,Highly Cited,Daya Bay theta13
2222.00027,GRB 20220028: Multi-wavelength Afterglow Observations,Astronomy,2022,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1404.0421,High-Resolution Single Particle Cryo-EM: Recent Advances and Future Challenges,Biology,2014,10.1016/j.sbi.2014.03.004,Highly Cited,Cryo-EM advances
2118.00042,Atmospheric Characterization of WASP-12b with JWST,Astronomy,2021,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2121.00045,Large-Scale Structure from the DESI Survey,Cosmology,2021,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1528.00005,Implementation of Quantum Machine Learning on NISQ Devices,Physics,2015,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
2010.02502,Improved Guarantees and a Multiple-Descent Curve for Column Subset Selection,Computer Science,2020,10.48550/arXiv.2002.09073,Highly Cited,CSS multiple descent
1518.00009,Atmospheric Characterization of WASP-39b with Spitzer,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1320.00015,Search for Leptoquarks in 2013 LHC Data,Physics,2013,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0004.30000,Cosmological Constraints from CMB Data,Cosmology,2000,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
1308.0733,Homotopy Type Theory: Univalent Foundations,Mathematics,2013,10.48550/arXiv.1308.0733,Highly Cited,Univalent foundations
1325.00033,CRISPR-Cas9 for Functional Genomics: Advances and Applications,Biology,2013,10.1126/science.0000000,Highly Cited,CRISPR application
1520.00004,Search for Vector-like Quarks in 2015 LHC Data,Physics,2015,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1711.09089,Search-and-Replace Genome Editing without Double-Strand Breaks or Donor DNA,Biology,2019,10.1038/s41586-019-1711-4,Highly Cited,Prime editing
1312.6114,Auto-Encoding Variational Bayes,Computer Science,2013,10.48550/arXiv.1312.6114,Highly Cited,VAE
2304.30023,Cosmological Constraints from Weak Lensing Data,Cosmology,2023,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2306.16213,The NANOGrav 15-year Data Set: Evidence for a Gravitational-Wave Background,Physics,2023,10.3847/2041-8213/acdac6,Highly Cited,GW background evidence
0921.00057,Large-Scale Structure from the 2dFGRS Survey,Cosmology,2009,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1827.00014,Deep Learning Advances in Game Playing,Computer Science,2018,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
2317.00029,GW Event 20230029: Compact Binary Coalescence,Physics,2023,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2117.00027,GW Event 20210027: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
astro-ph/9812133,Measurements of Omega and Lambda from 42 High-Redshift Supernovae,Cosmology,1999,10.1086/307221,Highly Cited,Supernova cosmology
1728.00007,Implementation of Grover Search on NISQ Devices,Physics,2017,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
0229.00026,Cassini Observations of Ceres,Astronomy,2002,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
2126.00006,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Immune Response,Biology,2021,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
2318.00053,Atmospheric Characterization of XO-1b with Spitzer,Astronomy,2023,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1906.11238,First M87 Event Horizon Telescope Results. I. The Shadow of the Supermassive Black Hole,Astronomy,2019,10.3847/2041-8213/ab0ec7,Highly Cited,First black hole image
1505.00001,Efficient Luminescent Solar Cells Based on Tailored Mixed-Cation Perovskites,Chemistry,2015,10.1126/science.aaa9272,Highly Cited,Perovskite efficiency
1826.00039,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Brain,Biology,2018,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1625.00047,CRISPR-Cas9 for Disease Models: Advances and Applications,Biology,2016,10.1126/science.0000000,Highly Cited,CRISPR application
1725.00026,CRISPR-Cas9 for Agricultural Improvement: Advances and Applications,Biology,2017,10.1126/science.0000000,Highly Cited,CRISPR application
2310.90008,Properties of Fast Radio Burst FRB 2023009,Astronomy,2023,10.3847/0004-637X/0/0/0,Highly Cited,Fast radio burst study
1202.5344,Universal Quantum Simulation,Physics,2012,10.1126/science.1217069,Highly Cited,Quantum simulation
2217.00028,GW Event 20220028: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1628.00034,Implementation of Quantum Walks on NISQ Devices,Physics,2016,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1124.00015,Discovery of Weyl Semimetals: Theory and Experiment,Physics,2011,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1019.00014,CMB B-Mode Polarization Results from POLARBEAR,Cosmology,2010,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1926.00031,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Brain,Biology,2019,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1826.00012,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Cancer,Biology,2018,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1028.00014,Implementation of Variational Eigensolver on NISQ Devices,Physics,2010,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
2120.00023,Search for Long-lived Particles in 2021 LHC Data,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0803.20003,Discovery of a Transiting Exoplanet Around a F-Type Star,Astronomy,2008,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet discovery transit
2018.00014,Atmospheric Characterization of WASP-12b with JWST,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1115.50021,X-ray Observations of the Black Hole Candidate GRS 1915+105,Astronomy,2011,10.1086/000000,Highly Cited,Black hole X-ray binary
1722.00022,GRB 20170023: Multi-wavelength Afterglow Observations,Astronomy,2017,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
1610.05187,Measurement of the Double-Beta Decay Half-Life of 76Ge,Physics,2016,10.1038/nature21717,Highly Cited,GERDA 0nbb
2005.10879,An Extreme Magneto-ionic Environment Associated with FRB 121102,Astronomy,2020,10.3847/2041-8213/ab972a,Highly Cited,FRB environment
2124.00011,Discovery of Dirac Semimetals: Theory and Experiment,Physics,2021,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1807.06211,Planck 2018 Results. VI. Cosmological Parameters,Cosmology,2018,10.1051/0004-6361/201833910,Highly Cited,Planck 2018 cosmology
0015.50010,X-ray Observations of the Black Hole Candidate SS 433,Astronomy,2000,10.1086/000000,Highly Cited,Black hole X-ray binary
2127.00017,Deep Learning Advances in Code Generation,Computer Science,2021,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
0821.00008,Large-Scale Structure from the SDSS Survey,Cosmology,2008,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
2126.00033,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Development,Biology,2021,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1605.00001,A Surprisingly Low Density for a Super-Earth Planet,Astronomy,2016,10.1038/nature17469,Highly Cited,Low density super-Earth
1616.60006,Ancient Neanderthal Genomes Reveal Population History,Biology,2016,10.1038/nature00000,Highly Cited,Ancient DNA breakthrough
0123.00025,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2001,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1908.70019,Quantum Error Correction with Topological Qubits,Physics,2019,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
1920.00047,Search for Long-lived Particles in 2019 LHC Data,Physics,2019,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1620.00070,Search for Vector-like Quarks in 2016 LHC Data,Physics,2016,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1719.00049,CMB B-Mode Polarization Results from Keck Array,Cosmology,2017,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1703.01424,Seven Temperate Terrestrial Planets Around the Nearby Ultracool Dwarf Star TRAPPIST-1,Astronomy,2017,10.1038/nature21360,Highly Cited,TRAPPIST-1 system
2018.00068,Atmospheric Characterization of TrES-2 with HST,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1124.00029,Discovery of Higher-Order Topological Insulators: Theory and Experiment,Physics,2011,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1121.00035,Large-Scale Structure from the GAMA Survey,Cosmology,2011,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1810.90003,Properties of Fast Radio Burst FRB 2018004,Astronomy,2018,10.3847/0004-637X/0/0/0,Highly Cited,Fast radio burst study
1119.00015,CMB B-Mode Polarization Results from SPTpol,Cosmology,2011,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
0823.00008,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2008,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
2104.30021,Cosmological Constraints from BAO Data,Cosmology,2021,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2214.40032,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,2022,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1820.00072,Search for Supersymmetry in 2018 LHC Data,Physics,2018,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1523.00015,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2015,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1324.00017,Discovery of Nodal Line Semimetals: Theory and Experiment,Physics,2013,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
0912.20001,Dark Matter Search Results from the LUX Experiment,Physics,2009,10.1103/PhysRevLett.0.000000,Highly Cited,Direct dark matter detection
1525.00046,CRISPR-Cas9 for Agricultural Improvement: Advances and Applications,Biology,2015,10.1126/science.0000000,Highly Cited,CRISPR application
astro-ph/0602297,Discovery of a Jupiter/Saturn Analog with Gravitational Microlensing,Astronomy,2006,10.1126/science.1126049,Highly Cited,Microlensing double planet
2017.00046,GW Event 20200046: Compact Binary Coalescence,Physics,2020,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2325.00021,CRISPR-Cas9 for Agricultural Improvement: Advances and Applications,Biology,2023,10.1126/science.0000000,Highly Cited,CRISPR application
1710.90002,Properties of Fast Radio Burst FRB 2017003,Astronomy,2017,10.3847/0004-637X/0/0/0,Highly Cited,Fast radio burst study
2001.02222,Periodic Activity from a Fast Radio Burst Source,Astronomy,2020,10.1038/s41586-020-2398-2,Highly Cited,FRB periodicity
1019.00042,CMB B-Mode Polarization Results from BICEP,Cosmology,2010,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1319.00003,CMB B-Mode Polarization Results from SPTpol,Cosmology,2013,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1917.00045,GW Event 20190045: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2017.00081,GW Event 20200081: Compact Binary Coalescence,Physics,2020,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2317.00054,GW Event 20230054: Compact Binary Coalescence,Physics,2023,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2018.00086,Atmospheric Characterization of WASP-39b with JWST,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2106.16235,Quantum Computational Advantage with a Programmable Photonic Processor,Physics,2021,10.1038/s41586-021-03202-1,Highly Cited,Photonic quantum advantage
2326.00044,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Cancer,Biology,2023,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1827.00024,Deep Learning Advances in Image Recognition,Computer Science,2018,10.48550/arXiv.0000.00000,Highly Cited,AI breakthrough
2325.00043,CRISPR-Cas9 for Functional Genomics: Advances and Applications,Biology,2023,10.1126/science.0000000,Highly Cited,CRISPR application
1920.00008,Search for Heavy Higgs in 2019 LHC Data,Physics,2019,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
0615.50016,X-ray Observations of the Black Hole Candidate Cygnus X-1,Astronomy,2006,10.1086/000000,Highly Cited,Black hole X-ray binary
2118.00051,Atmospheric Characterization of WASP-39b with VLT,Astronomy,2021,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1120.00000,Search for Supersymmetry in 2011 LHC Data,Physics,2011,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1203.20007,Discovery of a Transiting Exoplanet Around a F-Type Star,Astronomy,2012,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet discovery transit
1615.50026,X-ray Observations of the Black Hole Candidate SS 433,Astronomy,2016,10.1086/000000,Highly Cited,Black hole X-ray binary
astro-ph/9601095,The Optical Gravitational Lensing Experiment. Discovery of the First Candidate Microlensing Event,Astronomy,1996,10.1086/310296,Highly Cited,First microlensing event
1008.70010,Quantum Error Correction with Photonic Qubits,Physics,2010,10.1103/PhysRevA.0.000000,Highly Cited,Quantum computing breakthrough
9414.40004,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,1994,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1526.00027,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Brain,Biology,2015,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1222.00017,GRB 20120018: Multi-wavelength Afterglow Observations,Astronomy,2012,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2220.00037,Search for Dark Matter in 2022 LHC Data,Physics,2022,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1706.09933,Evidence for the Higgs-b5 Decay with the ATLAS Detector,Physics,2017,10.1007/JHEP12(2017)024,Highly Cited,Higgs to b-quarks
2018.00059,Atmospheric Characterization of HAT-P-1b with VLT,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2213.30032,Observations of Supernova SN 2022A: Light Curve and Spectroscopy,Astronomy,2022,10.1086/000000,Highly Cited,Supernova observation
1917.00050,GW Event 20190050: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1620.00005,Search for Long-lived Particles in 2016 LHC Data,Physics,2016,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1602.03614,The Annulus Conjecture for the Moduli Space of Curves,Mathematics,2016,10.48550/arXiv.1602.03614,Highly Cited,Annulus conjecture
cond-mat/0509339,Two-Dimensional Gas of Massless Dirac Fermions in Graphene,Physics,2005,10.1038/nature04233,Highly Cited,Dirac fermions in graphene
2018.00050,Atmospheric Characterization of HD 209458 b with JWST,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2217.00078,GW Event 20220078: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2124.00025,Discovery of Weyl Semimetals: Theory and Experiment,Physics,2021,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1010.1179,Collective Excitations of the Helical Liquid Edge,Physics,2010,10.1103/PhysRevLett.105.266803,Highly Cited,Helical edge states
1021.00034,Large-Scale Structure from the 6dFGS Survey,Cosmology,2010,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1021.00010,Large-Scale Structure from the 6dFGS Survey,Cosmology,2010,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
2024.00024,Discovery of Higher-Order Topological Insulators: Theory and Experiment,Physics,2020,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1019.00028,CMB B-Mode Polarization Results from ACTPol,Cosmology,2010,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
2113.30031,Observations of Supernova SN 2021A: Light Curve and Spectroscopy,Astronomy,2021,10.1086/000000,Highly Cited,Supernova observation
1206.50012,Systematic Analysis of Transcriptomics in Human Disease,Biology,2012,10.1038/nature00000,Highly Cited,Omics breakthrough
1219.00044,CMB B-Mode Polarization Results from POLARBEAR,Cosmology,2012,10.1088/0004-637X/0/0/0,Highly Cited,CMB polarization measurement
1005.40000,Search for Supersymmetry at the LHC,Physics,2010,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
0803.0547,Five-Year Wilkinson Microwave Anisotropy Probe Observations,Cosmology,2008,10.1088/0067-0049/180/2/330,Highly Cited,WMAP 5-year
1928.00023,Implementation of Quantum Machine Learning on NISQ Devices,Physics,2019,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
0029.00024,Dawn Observations of Titan,Astronomy,2000,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
2228.00012,Implementation of Shor Algorithm on NISQ Devices,Physics,2022,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1720.00045,Search for Leptoquarks in 2017 LHC Data,Physics,2017,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
2018.00041,Atmospheric Characterization of WASP-17b with Spitzer,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
2107.06297,A Search for CO in the Atmosphere of GJ 1132 b,Astronomy,2021,10.3847/2041-8213/ac140b,Highly Cited,GJ 1132b CO search
1625.00003,CRISPR-Cas9 for Functional Genomics: Advances and Applications,Biology,2016,10.1126/science.0000000,Highly Cited,CRISPR application
1522.00049,GRB 20150050: Multi-wavelength Afterglow Observations,Astronomy,2015,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
2223.00022,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2022,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
1623.00016,Discovery of a New Gamma-Ray Loud Blazar with Fermi-LAT,Astronomy,2016,10.1088/0004-637X/0/0/0,Highly Cited,Blazar discovery
2016.60010,Ancient African Genomes Reveal Population History,Biology,2020,10.1038/nature00000,Highly Cited,Ancient DNA breakthrough
1105.40001,Search for Dark Matter at the LHC,Physics,2011,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
1904.30019,Cosmological Constraints from Weak Lensing Data,Cosmology,2019,10.1088/0004-637X/0/0/0,Highly Cited,Cosmological parameter estimation
2117.00087,GW Event 20210087: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
2217.00058,GW Event 20220058: Compact Binary Coalescence,Physics,2022,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1503.02641,Searching for Dark Matter Annihilation from Milky Way Dwarf Spheroidal Galaxies,Physics,2015,10.1126/science.aaa1370,Highly Cited,Dwarf spheroidal search
1529.00039,Dawn Observations of Pluto,Astronomy,2015,10.3847/0004-637X/0/0/0,Highly Cited,Planetary science discovery
1306.0024,Structure of the TRPA1 Ion Channel Suggests Regulatory Mechanisms,Biology,2015,10.1038/nature14367,Highly Cited,TRPA1 structure
2005.40010,Search for Extra Dimensions at the LHC,Physics,2020,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
0022.00034,GRB 20000035: Multi-wavelength Afterglow Observations,Astronomy,2000,10.1086/000000,Highly Cited,Gamma-ray burst afterglow
0521.00029,Large-Scale Structure from the DESI Survey,Cosmology,2005,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1917.00070,GW Event 20190070: Compact Binary Coalescence,Physics,2019,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
1705.40007,Search for Lepton Flavor Violation at the LHC,Physics,2017,10.1103/PhysRevLett.0.000000,Highly Cited,New physics search
2018.00023,Atmospheric Characterization of WASP-39b with VLT,Astronomy,2020,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet atmosphere spectroscopy
1709.80005,Advances in Neural Networks: Theory and Applications,Computer Science,2017,10.48550/arXiv.0000.00000,Highly Cited,AI architecture breakthrough
2002.10004,Binary Black Hole Merger GW2005: Properties and Implications,Physics,2020,10.1103/PhysRevD.0.000000,Highly Cited,BBH merger gravitational waves
2117.00022,GW Event 20210022: Compact Binary Coalescence,Physics,2021,10.1103/PhysRevD.0.000000,Highly Cited,Gravitational wave event
0503.20000,Discovery of a Transiting Exoplanet Around a G-Type Star,Astronomy,2005,10.3847/0004-637X/0/0/0,Highly Cited,Exoplanet discovery transit
1824.00022,Discovery of Nodal Line Semimetals: Theory and Experiment,Physics,2018,10.1103/PhysRevB.0.000000,Highly Cited,Quantum material discovery
1328.00017,Implementation of Quantum Machine Learning on NISQ Devices,Physics,2013,10.1103/PhysRevA.0.000000,Highly Cited,Quantum algorithm implementation
1526.00045,Single-Cell RNA Sequencing Reveals Cellular Heterogeneity in Development,Biology,2015,10.1038/nature00000,Highly Cited,Single-cell genomics breakthrough
1113.30021,Observations of Supernova SN 2011A: Light Curve and Spectroscopy,Astronomy,2011,10.1086/000000,Highly Cited,Supernova observation
1711.10017,CMB Power Spectrum Analysis from Planck Data,Cosmology,2017,10.1088/0004-637X/0/0/0,Highly Cited,CMB analysis
1402.00001,Validation of Kepler's Multiple Planet Systems,Astronomy,2014,10.1088/0004-637X/784/1/44,Highly Cited,Kepler multi-validation
1725.00015,CRISPR-Cas9 for Gene Therapy: Advances and Applications,Biology,2017,10.1126/science.0000000,Highly Cited,CRISPR application
2121.00021,Large-Scale Structure from the DESI Survey,Cosmology,2021,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1111.10011,CMB Power Spectrum Analysis from SPT Data,Cosmology,2011,10.1088/0004-637X/0/0/0,Highly Cited,CMB analysis
9314.40003,Discovery of a Millisecond Pulsar in a Binary System,Astronomy,1993,10.1086/000000,Highly Cited,Millisecond pulsar discovery
1409.80002,Advances in Reinforcement Learning: Theory and Applications,Computer Science,2014,10.48550/arXiv.0000.00000,Highly Cited,AI architecture breakthrough
1720.00019,Search for Dark Matter in 2017 LHC Data,Physics,2017,10.1103/PhysRevLett.0.000000,Highly Cited,Collider new physics search
1509.02652,Simultaneous Whole-Animal 3D Imaging of Neuronal Activity Using Light-Field Microscopy,Biology,2014,10.1038/nmeth.2964,Highly Cited,Light-field microscopy
2208.11692,Identification of Carbon Dioxide in an Exoplanet Atmosphere,Astronomy,2022,10.1038/s41586-022-05269-w,Highly Cited,First CO2 in exoplanet atmosphere
2112.20013,Dark Matter Search Results from the LZ Experiment,Physics,2021,10.1103/PhysRevLett.0.000000,Highly Cited,Direct dark matter detection
0321.00003,Large-Scale Structure from the GAMA Survey,Cosmology,2003,10.1088/0004-637X/0/0/0,Highly Cited,Galaxy clustering analysis
1903.06728,Periodic Structure in the Repeating FRB 180916.J0158+65,Astronomy,2019,10.3847/2041-8213/ab4ccc,Highly Cited,FRB periodicity
